t,y,y2
44.383,2.25E-03,1.88E-03
44.4,2.34E-03,2.48E-03
44.417,2.22E-03,2.75E-03
44.433,2.21E-03,3.20E-03
44.45,2.17E-03,3.40E-03
44.467,2.28E-03,3.48E-03
44.483,2.55E-03,3.45E-03
44.5,2.68E-03,3.41E-03
44.517,2.51E-03,3.27E-03
44.533,1.94E-03,3.15E-03
44.55,1.18E-03,2.66E-03
44.567,5.36E-04,2.26E-03
44.583,1.06E-04,1.83E-03
44.6,-1.18E-04,1.19E-03
44.617,-1.40E-04,5.71E-04
44.633,-3.14E-04,1.05E-04
44.65,-7.72E-04,-3.67E-04
44.667,-1.39E-03,-8.91E-04
44.683,-1.76E-03,-1.11E-03
44.7,-1.88E-03,-1.42E-03
44.717,-1.69E-03,-1.55E-03
44.733,-1.49E-03,-1.64E-03
44.75,-1.40E-03,-1.34E-03
44.767,-1.44E-03,-1.06E-03
44.783,-1.49E-03,-5.32E-04
44.8,-1.65E-03,-2.16E-04
44.817,-1.53E-03,3.60E-04
44.833,-1.12E-03,1.01E-03
44.85,-2.41E-04,1.61E-03
44.867,5.03E-04,2.04E-03
44.883,1.10E-03,2.56E-03
44.9,1.27E-03,3.12E-03
44.917,1.25E-03,3.37E-03
44.933,1.25E-03,3.80E-03
44.95,1.46E-03,3.92E-03
44.967,2.01E-03,3.96E-03
44.983,2.32E-03,3.80E-03
45,2.22E-03,3.49E-03
45.017,2.02E-03,3.29E-03
45.033,1.72E-03,2.68E-03
45.05,1.40E-03,2.42E-03
45.067,1.33E-03,1.90E-03
45.083,1.26E-03,1.24E-03
45.1,1.53E-03,6.42E-04
45.117,1.77E-03,2.73E-04
45.133,1.77E-03,-2.41E-04
45.15,1.35E-03,-4.06E-04
45.167,1.17E-03,-5.02E-04
45.183,1.02E-03,-4.75E-04
45.2,1.23E-03,-4.47E-04
45.217,1.35E-03,-3.43E-04
45.233,1.45E-03,-2.63E-04
45.25,1.57E-03,3.04E-04
45.267,1.46E-03,5.81E-04
45.283,1.33E-03,1.14E-03
45.3,1.33E-03,1.76E-03
45.317,1.50E-03,2.08E-03
45.333,2.00E-03,2.53E-03
45.35,2.61E-03,2.82E-03
45.367,2.84E-03,3.25E-03
45.383,2.71E-03,3.39E-03
45.4,2.33E-03,3.52E-03
45.417,1.87E-03,3.47E-03
45.433,1.56E-03,3.40E-03
45.45,1.31E-03,3.15E-03
45.467,1.16E-03,2.93E-03
45.483,1.15E-03,2.55E-03
45.5,7.61E-04,2.00E-03
45.517,7.11E-05,1.55E-03
45.533,-4.23E-04,1.06E-03
45.55,-8.40E-04,4.30E-04
45.567,-1.05E-03,-1.28E-04
45.583,-1.02E-03,-4.71E-04
45.6,-1.01E-03,-9.90E-04
45.617,-1.00E-03,-1.13E-03
45.633,-1.02E-03,-1.21E-03
45.65,-1.39E-03,-1.17E-03
45.667,-1.79E-03,-1.09E-03
45.683,-1.71E-03,-9.55E-04
45.7,-1.43E-03,-4.63E-04
45.717,-1.08E-03,-1.99E-04
45.733,-5.00E-04,3.55E-04
45.75,3.67E-05,9.74E-04
45.767,3.85E-04,1.34E-03
45.783,6.81E-04,1.88E-03
45.8,9.84E-04,2.48E-03
45.817,1.22E-03,3.05E-03
45.833,1.73E-03,3.33E-03
45.85,2.15E-03,3.50E-03
45.867,2.55E-03,3.76E-03
45.883,2.76E-03,3.87E-03
45.9,2.73E-03,3.92E-03
45.917,2.57E-03,3.60E-03
45.933,2.23E-03,3.30E-03
45.95,2.15E-03,2.86E-03
45.967,2.15E-03,2.48E-03
45.983,2.26E-03,1.85E-03
46,2.23E-03,1.37E-03
46.017,2.03E-03,9.31E-04
46.033,1.80E-03,4.03E-04
46.05,1.52E-03,1.45E-04
46.067,1.44E-03,-2.74E-04
46.083,1.43E-03,-3.43E-04
46.1,1.41E-03,-4.53E-04
46.117,1.44E-03,-4.28E-04
46.133,1.29E-03,-3.80E-04
46.15,1.13E-03,-2.86E-04
46.167,1.03E-03,8.95E-05
46.183,1.11E-03,4.57E-04
46.2,1.32E-03,1.06E-03
46.217,1.47E-03,1.32E-03
46.233,1.79E-03,1.87E-03
46.25,1.96E-03,2.27E-03
46.267,2.02E-03,2.62E-03
46.283,2.04E-03,3.02E-03
46.3,1.94E-03,3.31E-03
46.317,1.93E-03,3.37E-03
46.333,1.87E-03,3.39E-03
46.35,1.73E-03,3.38E-03
46.367,1.30E-03,3.27E-03
46.383,7.70E-04,3.09E-03
46.4,4.12E-04,2.66E-03
46.417,2.42E-04,2.16E-03
46.433,8.92E-05,1.89E-03
46.45,-8.49E-06,1.23E-03
46.467,-1.11E-04,6.23E-04
46.483,-1.09E-04,5.53E-04
46.5,-3.82E-04,3.05E-04
46.517,-7.59E-04,-2.97E-04
46.533,-1.03E-03,-4.69E-04
46.55,-1.09E-03,-8.70E-04
46.567,-9.74E-04,-1.04E-03
46.583,-9.40E-04,-1.06E-03
46.6,-9.54E-04,-1.03E-03
46.617,-9.33E-04,-8.55E-04
46.633,-9.36E-04,-4.64E-04
46.65,-7.41E-04,-1.89E-04
46.667,-3.12E-04,2.93E-04
46.683,3.24E-04,9.24E-04
46.7,1.13E-03,1.27E-03
46.717,1.55E-03,1.81E-03
46.733,1.86E-03,2.42E-03
46.75,2.06E-03,2.80E-03
46.767,2.16E-03,3.23E-03
46.783,2.21E-03,3.44E-03
46.8,2.61E-03,3.78E-03
46.817,2.82E-03,3.90E-03
46.833,2.94E-03,3.94E-03
46.85,2.93E-03,3.83E-03
46.867,2.85E-03,3.47E-03
46.883,2.70E-03,3.24E-03
46.9,2.63E-03,2.64E-03
46.917,2.60E-03,2.28E-03
46.933,2.62E-03,1.88E-03
46.95,2.58E-03,1.22E-03
46.967,2.50E-03,7.01E-04
46.983,2.14E-03,4.41E-04
47,1.80E-03,1.16E-04
47.017,1.45E-03,-2.32E-04
47.033,1.18E-03,-3.07E-04
47.05,1.08E-03,-3.35E-04
47.067,1.13E-03,-3.44E-04
47.083,1.18E-03,-3.18E-04
47.1,1.26E-03,1.05E-04
47.117,1.25E-03,3.91E-04
47.133,1.26E-03,6.95E-04
47.15,1.34E-03,1.19E-03
47.167,1.37E-03,1.77E-03
47.183,1.46E-03,1.98E-03
47.2,1.43E-03,2.56E-03
47.217,1.42E-03,2.66E-03
47.233,1.41E-03,3.06E-03
47.25,1.40E-03,3.32E-03
47.267,1.35E-03,3.33E-03
47.283,1.14E-03,3.32E-03
47.3,8.34E-04,3.33E-03
47.317,4.84E-04,3.15E-03
47.333,4.85E-04,2.70E-03
47.35,4.51E-04,2.45E-03
47.367,3.40E-04,1.91E-03
47.383,8.91E-05,1.36E-03
47.4,-2.97E-04,1.04E-03
47.417,-4.16E-04,4.28E-04
47.433,-6.07E-04,1.70E-04
47.45,-7.62E-04,-2.76E-04
47.467,-9.05E-04,-3.90E-04
47.483,-9.50E-04,-5.02E-04
47.5,-9.46E-04,-5.72E-04
47.517,-8.25E-04,-4.45E-04
47.533,-6.59E-04,-3.04E-04
47.55,-3.23E-04,-2.02E-04
47.567,-1.31E-04,2.75E-04
47.583,2.31E-04,5.00E-04
47.6,6.75E-04,1.08E-03
47.617,1.20E-03,1.34E-03
47.633,1.82E-03,1.86E-03
47.65,2.18E-03,2.47E-03
47.667,2.32E-03,2.71E-03
47.683,2.48E-03,3.21E-03
47.7,2.71E-03,3.42E-03
47.717,2.86E-03,3.82E-03
47.733,2.94E-03,3.93E-03
47.75,3.08E-03,3.96E-03
47.767,2.97E-03,3.81E-03
47.783,2.95E-03,3.41E-03
47.8,3.05E-03,3.28E-03
47.817,3.00E-03,2.75E-03
47.833,2.78E-03,2.51E-03
47.85,2.65E-03,1.95E-03
47.867,2.49E-03,1.54E-03
47.883,2.20E-03,1.14E-03
47.9,2.07E-03,5.24E-04
47.917,1.84E-03,3.65E-04
47.933,1.37E-03,5.30E-05
47.95,1.07E-03,-2.37E-04
47.967,8.08E-04,-2.94E-04
47.983,6.91E-04,-3.22E-04
48,6.81E-04,-3.28E-04
48.017,6.32E-04,-1.83E-04
48.033,5.80E-04,1.37E-04
48.05,5.85E-04,4.15E-04
48.067,5.84E-04,9.14E-04
48.083,5.83E-04,1.18E-03
48.1,5.82E-04,1.76E-03
48.117,5.83E-04,1.92E-03
48.133,5.14E-04,2.35E-03
48.15,5.77E-04,2.54E-03
48.167,5.66E-04,2.65E-03
48.183,5.67E-04,2.72E-03
48.2,5.61E-04,2.72E-03
48.217,3.83E-04,2.67E-03
48.233,2.29E-04,2.56E-03
48.25,1.31E-04,2.42E-03
48.267,-1.01E-04,1.98E-03
48.283,-1.54E-04,1.75E-03
48.3,-2.97E-04,1.26E-03
48.317,-3.58E-04,1.03E-03
48.333,-4.34E-04,5.29E-04
48.35,-7.11E-04,2.80E-04
48.367,-7.88E-04,-1.35E-04
48.383,-8.50E-04,-3.66E-04
48.4,-8.57E-04,-4.61E-04
48.417,-8.44E-04,-4.86E-04
48.433,-6.37E-04,-4.54E-04
48.45,-4.93E-04,-3.82E-04
48.467,-2.32E-04,-3.04E-04
48.483,1.05E-04,8.01E-05
48.5,4.19E-04,3.96E-04
48.517,7.42E-04,7.76E-04
48.533,1.30E-03,1.18E-03
48.55,1.79E-03,1.77E-03
48.567,2.07E-03,1.99E-03
48.583,2.18E-03,2.51E-03
48.6,2.50E-03,3.00E-03
48.617,2.73E-03,3.31E-03
48.633,2.87E-03,3.43E-03
48.65,2.97E-03,3.44E-03
48.667,3.18E-03,3.40E-03
48.683,3.22E-03,3.38E-03
48.7,3.25E-03,3.26E-03
48.717,3.27E-03,3.16E-03
48.733,3.01E-03,2.83E-03
48.75,2.74E-03,2.47E-03
48.767,2.73E-03,1.94E-03
48.783,2.57E-03,1.68E-03
48.8,2.49E-03,1.18E-03
48.817,2.07E-03,8.95E-04
48.833,1.40E-03,5.00E-04
48.85,1.13E-03,3.30E-04
48.867,7.13E-04,-5.80E-05
48.883,6.61E-04,-3.12E-04
48.9,6.90E-04,-3.36E-04
48.917,5.71E-04,-3.43E-04
48.933,4.41E-04,-3.32E-04
48.95,4.18E-04,-2.31E-04
48.967,3.00E-04,1.85E-04
48.983,3.39E-04,4.01E-04
49,4.01E-04,7.90E-04
49.017,3.95E-04,1.16E-03
49.033,4.00E-04,1.55E-03
49.05,4.45E-04,1.90E-03
49.067,4.45E-04,2.04E-03
49.083,4.49E-04,2.45E-03
49.1,4.50E-04,2.55E-03
49.117,4.52E-04,2.61E-03
49.133,4.57E-04,2.59E-03
49.15,4.77E-04,2.57E-03
49.167,5.14E-04,2.54E-03
49.183,5.08E-04,2.35E-03
49.2,3.68E-04,1.98E-03
49.217,2.40E-04,1.84E-03
49.233,2.41E-04,1.35E-03
49.25,5.65E-05,1.11E-03
49.267,-6.90E-05,8.28E-04
49.283,-1.12E-04,4.48E-04
49.3,-1.92E-04,3.03E-04
49.317,-1.23E-04,-1.02E-04
49.333,-1.42E-04,-2.50E-04
49.35,-3.14E-05,-3.09E-04
49.367,8.69E-05,-3.20E-04
49.383,4.52E-04,-3.13E-04
49.4,7.81E-04,-1.64E-04
49.417,1.16E-03,1.38E-04
49.433,1.34E-03,4.02E-04
49.45,1.46E-03,9.94E-04
49.467,1.78E-03,1.23E-03
49.483,2.14E-03,1.74E-03
49.5,2.55E-03,2.00E-03
49.517,2.91E-03,2.43E-03
49.533,3.01E-03,2.63E-03
49.55,3.26E-03,3.03E-03
49.567,3.36E-03,3.26E-03
49.583,3.53E-03,3.29E-03
49.6,3.52E-03,3.30E-03
49.617,3.46E-03,3.31E-03
49.633,3.46E-03,3.27E-03
49.65,3.26E-03,3.05E-03
49.667,3.30E-03,2.63E-03
49.683,3.03E-03,2.46E-03
49.7,2.70E-03,1.97E-03
49.717,2.47E-03,1.78E-03
49.733,1.94E-03,1.21E-03
49.75,1.38E-03,9.79E-04
49.767,1.21E-03,5.14E-04
49.783,1.03E-03,3.40E-04
49.8,8.33E-04,1.16E-05
49.817,6.55E-04,-1.72E-04
49.833,3.80E-04,-2.75E-04
49.85,1.54E-04,-2.98E-04
49.867,5.73E-05,-2.90E-04
49.883,-1.21E-04,-1.46E-04
49.9,-8.02E-05,2.58E-04
49.917,-9.24E-05,3.78E-04
49.933,-1.38E-04,7.02E-04
49.95,-1.05E-04,1.13E-03
49.967,-1.11E-04,1.50E-03
49.983,-9.90E-05,1.87E-03
50,-9.42E-05,2.01E-03
50.017,-8.67E-06,2.39E-03
50.033,9.11E-05,2.56E-03
50.05,3.27E-04,2.57E-03
50.067,3.87E-04,2.59E-03
50.083,5.76E-04,2.60E-03
50.1,5.59E-04,2.59E-03
50.117,5.26E-04,2.48E-03
50.133,5.33E-04,2.10E-03
50.15,3.80E-04,1.90E-03
50.167,4.45E-04,1.79E-03
50.183,4.51E-04,1.32E-03
50.2,4.68E-04,1.10E-03
50.217,4.69E-04,9.69E-04
50.233,5.89E-04,5.17E-04
50.25,5.74E-04,3.84E-04
50.267,5.71E-04,3.14E-04
50.283,7.26E-04,3.20E-04
50.3,7.73E-04,3.31E-04
